Site,Individual,Date,Time,Parameter_A,Parameter_B
Site_3,Site_3_Candidate_5,2025-07-13,13:00,52.97,9.95
Site_3,Site_3_Candidate_5,2025-07-13,13:15,52.82,45.65
Site_3,Site_3_Candidate_5,2025-07-13,13:30,79.7,33.19
Site_3,Site_3_Candidate_5,2025-07-13,13:45,67.0,48.64
Site_3,Site_3_Candidate_5,2025-07-13,14:00,59.08,40.88
Site_3,Site_3_Candidate_5,2025-07-13,14:15,62.91,1.3
Site_3,Site_3_Candidate_5,2025-07-13,14:30,88.86,9.92
Site_3,Site_3_Candidate_5,2025-07-13,14:45,53.87,38.4
Site_3,Site_3_Candidate_5,2025-07-13,15:00,90.15,44.52
Site_3,Site_3_Candidate_5,2025-07-13,15:15,88.34,14.02
Site_3,Site_3_Candidate_5,2025-07-13,15:30,98.08,10.33
Site_3,Site_3_Candidate_5,2025-07-13,15:45,55.13,0.6
Site_3,Site_3_Candidate_5,2025-07-13,16:00,90.31,23.22
Site_3,Site_3_Candidate_5,2025-07-13,16:15,56.3,27.84
Site_3,Site_3_Candidate_5,2025-07-13,16:30,92.55,48.86
Site_3,Site_3_Candidate_5,2025-07-13,16:45,60.32,4.17
Site_3,Site_3_Candidate_5,2025-07-13,17:00,57.45,9.57
Site_3,Site_3_Candidate_5,2025-07-13,17:15,97.47,23.25
Site_3,Site_3_Candidate_5,2025-07-13,17:30,53.98,1.61
Site_3,Site_3_Candidate_5,2025-07-12,09:00,75.66,1.67
Site_3,Site_3_Candidate_5,2025-07-12,09:15,83.6,18.1
Site_3,Site_3_Candidate_5,2025-07-12,09:30,84.69,27.49
Site_3,Site_3_Candidate_5,2025-07-12,09:45,69.45,44.43
Site_3,Site_3_Candidate_5,2025-07-12,10:00,80.02,16.34
Site_3,Site_3_Candidate_5,2025-07-12,10:15,93.85,16.96
Site_3,Site_3_Candidate_5,2025-07-12,10:30,89.27,6.07
Site_3,Site_3_Candidate_5,2025-07-12,10:45,73.32,48.67
Site_3,Site_3_Candidate_5,2025-07-12,11:00,96.2,12.44
Site_3,Site_3_Candidate_5,2025-07-12,11:15,78.62,26.56
Site_3,Site_3_Candidate_5,2025-07-12,11:30,95.09,30.85
Site_3,Site_3_Candidate_5,2025-07-12,11:45,83.92,13.38
Site_3,Site_3_Candidate_5,2025-07-12,12:00,79.34,33.2
Site_3,Site_3_Candidate_5,2025-07-12,12:15,71.71,30.14
Site_3,Site_3_Candidate_5,2025-07-12,12:30,90.89,38.1
Site_3,Site_3_Candidate_5,2025-07-12,12:45,94.9,44.97
Site_3,Site_3_Candidate_5,2025-07-12,13:00,80.25,3.84
Site_3,Site_3_Candidate_5,2025-07-12,13:15,65.86,40.8
Site_3,Site_3_Candidate_5,2025-07-12,13:30,58.47,15.19
Site_3,Site_3_Candidate_5,2025-07-12,13:45,90.13,2.06
Site_3,Site_3_Candidate_5,2025-07-12,14:00,84.29,47.89
Site_3,Site_3_Candidate_5,2025-07-12,14:15,62.31,24.24
Site_3,Site_3_Candidate_5,2025-07-12,14:30,50.68,8.37
Site_3,Site_3_Candidate_5,2025-07-12,14:45,57.33,46.06
Site_3,Site_3_Candidate_5,2025-07-12,15:00,71.76,9.38
Site_3,Site_3_Candidate_5,2025-07-12,15:15,65.94,49.48
Site_3,Site_3_Candidate_5,2025-07-12,15:30,73.91,47.9
Site_3,Site_3_Candidate_5,2025-07-12,15:45,79.61,1.46
Site_3,Site_3_Candidate_5,2025-07-12,16:00,78.03,0.27
Site_3,Site_3_Candidate_5,2025-07-12,16:15,96.95,3.4
Site_3,Site_3_Candidate_5,2025-07-12,16:30,91.02,28.81
Site_3,Site_3_Candidate_5,2025-07-12,16:45,50.76,33.81
Site_3,Site_3_Candidate_5,2025-07-12,17:00,87.22,3.25
Site_3,Site_3_Candidate_5,2025-07-12,17:15,69.0,48.21
Site_3,Site_3_Candidate_5,2025-07-12,17:30,74.31,35.85
Site_3,Site_3_Candidate_5,2025-07-11,09:00,55.13,46.4
Site_3,Site_3_Candidate_5,2025-07-11,09:15,82.23,26.83
Site_3,Site_3_Candidate_5,2025-07-11,09:30,98.54,15.21
Site_3,Site_3_Candidate_5,2025-07-11,09:45,55.66,10.66
Site_3,Site_3_Candidate_5,2025-07-11,10:00,65.12,17.64
Site_3,Site_3_Candidate_5,2025-07-11,10:15,80.84,40.45
Site_3,Site_3_Candidate_5,2025-07-11,10:30,50.27,4.32
Site_3,Site_3_Candidate_5,2025-07-11,10:45,87.68,6.62
Site_3,Site_3_Candidate_5,2025-07-11,11:00,98.61,36.81
Site_3,Site_3_Candidate_5,2025-07-11,11:15,50.73,15.79
Site_3,Site_3_Candidate_5,2025-07-11,11:30,86.97,8.03
Site_3,Site_3_Candidate_5,2025-07-11,11:45,97.38,10.31
Site_3,Site_3_Candidate_5,2025-07-11,12:00,64.26,24.75
Site_3,Site_3_Candidate_5,2025-07-11,12:15,64.87,24.34
Site_3,Site_3_Candidate_5,2025-07-11,12:30,63.76,4.6
Site_3,Site_3_Candidate_5,2025-07-11,12:45,52.73,5.09
Site_3,Site_3_Candidate_5,2025-07-11,13:00,56.88,3.0
Site_3,Site_3_Candidate_5,2025-07-11,13:15,90.45,6.84
Site_3,Site_3_Candidate_5,2025-07-11,13:30,76.1,46.32
Site_3,Site_3_Candidate_5,2025-07-11,13:45,96.43,18.78
Site_3,Site_3_Candidate_5,2025-07-11,14:00,82.38,40.95
Site_3,Site_3_Candidate_5,2025-07-11,14:15,51.63,32.22
Site_3,Site_3_Candidate_5,2025-07-11,14:30,78.91,33.1
Site_3,Site_3_Candidate_5,2025-07-11,14:45,64.85,27.63
Site_3,Site_3_Candidate_5,2025-07-11,15:00,58.27,29.13
Site_3,Site_3_Candidate_5,2025-07-11,15:15,67.69,7.79
Site_3,Site_3_Candidate_5,2025-07-11,15:30,75.61,8.0
Site_3,Site_3_Candidate_5,2025-07-11,15:45,97.98,15.35
Site_3,Site_3_Candidate_5,2025-07-11,16:00,53.7,19.46
Site_3,Site_3_Candidate_5,2025-07-11,16:15,60.98,9.9
Site_3,Site_3_Candidate_5,2025-07-11,16:30,83.34,6.04
Site_3,Site_3_Candidate_5,2025-07-11,16:45,68.64,29.1
Site_3,Site_3_Candidate_5,2025-07-11,17:00,53.7,28.13
Site_3,Site_3_Candidate_5,2025-07-11,17:15,70.54,49.28
Site_3,Site_3_Candidate_5,2025-07-11,17:30,89.54,0.1
Site_3,Site_3_Candidate_5,2025-07-10,09:00,95.96,11.92
Site_3,Site_3_Candidate_5,2025-07-10,09:15,74.41,2.55
Site_3,Site_3_Candidate_5,2025-07-10,09:30,77.03,48.15
Site_3,Site_3_Candidate_5,2025-07-10,09:45,50.47,19.02
Site_3,Site_3_Candidate_5,2025-07-10,10:00,80.38,45.97
Site_3,Site_3_Candidate_5,2025-07-10,10:15,80.16,30.95
Site_3,Site_3_Candidate_5,2025-07-10,10:30,95.39,1.74
Site_3,Site_3_Candidate_5,2025-07-10,10:45,66.79,17.68
Site_3,Site_3_Candidate_5,2025-07-10,11:00,95.7,10.32
Site_3,Site_3_Candidate_5,2025-07-10,11:15,51.63,24.64
Site_3,Site_3_Candidate_5,2025-07-10,11:30,66.69,34.03
Site_3,Site_3_Candidate_5,2025-07-10,11:45,75.0,25.72
Site_3,Site_3_Candidate_5,2025-07-10,12:00,51.01,17.85
Site_3,Site_3_Candidate_5,2025-07-10,12:15,75.61,27.07
Site_3,Site_3_Candidate_5,2025-07-10,12:30,91.58,42.89
Site_3,Site_3_Candidate_5,2025-07-10,12:45,83.97,7.08
Site_3,Site_3_Candidate_5,2025-07-10,13:00,69.82,25.88
Site_3,Site_3_Candidate_5,2025-07-10,13:15,92.15,49.39
Site_3,Site_3_Candidate_5,2025-07-10,13:30,99.9,15.21
Site_3,Site_3_Candidate_5,2025-07-10,13:45,65.79,18.24
Site_3,Site_3_Candidate_5,2025-07-10,14:00,96.99,41.52
Site_3,Site_3_Candidate_5,2025-07-10,14:15,96.09,26.75
Site_3,Site_3_Candidate_5,2025-07-10,14:30,60.99,27.23
Site_3,Site_3_Candidate_5,2025-07-10,14:45,77.55,16.85
Site_3,Site_3_Candidate_5,2025-07-10,15:00,55.37,48.02
Site_3,Site_3_Candidate_5,2025-07-10,15:15,82.73,47.96
Site_3,Site_3_Candidate_5,2025-07-10,15:30,50.31,32.85
Site_3,Site_3_Candidate_5,2025-07-10,15:45,58.1,10.16
Site_3,Site_3_Candidate_5,2025-07-10,16:00,67.63,37.32
Site_3,Site_3_Candidate_5,2025-07-10,16:15,60.69,37.68
Site_3,Site_3_Candidate_5,2025-07-10,16:30,87.98,27.43
Site_3,Site_3_Candidate_5,2025-07-10,16:45,57.4,19.15
Site_3,Site_3_Candidate_5,2025-07-10,17:00,53.05,38.2
Site_3,Site_3_Candidate_5,2025-07-10,17:15,83.15,40.11
Site_3,Site_3_Candidate_5,2025-07-10,17:30,84.04,2.74
Site_3,Site_3_Candidate_5,2025-07-09,09:00,53.96,25.59
Site_3,Site_3_Candidate_5,2025-07-09,09:15,51.53,32.83
Site_3,Site_3_Candidate_5,2025-07-09,09:30,67.77,14.67
Site_3,Site_3_Candidate_5,2025-07-09,09:45,67.64,40.05
Site_3,Site_3_Candidate_5,2025-07-09,10:00,53.98,31.26
Site_3,Site_3_Candidate_5,2025-07-09,10:15,86.15,46.09
Site_3,Site_3_Candidate_5,2025-07-09,10:30,84.71,42.52
Site_3,Site_3_Candidate_5,2025-07-09,10:45,54.47,40.09
Site_3,Site_3_Candidate_5,2025-07-09,11:00,70.5,10.17
Site_3,Site_3_Candidate_5,2025-07-09,11:15,70.4,42.72
Site_3,Site_3_Candidate_5,2025-07-09,11:30,50.06,1.84
Site_3,Site_3_Candidate_5,2025-07-09,11:45,53.17,8.88
Site_3,Site_3_Candidate_5,2025-07-09,12:00,68.92,4.35
Site_3,Site_3_Candidate_5,2025-07-09,12:15,82.39,2.16
Site_3,Site_3_Candidate_5,2025-07-09,12:30,55.67,24.22
Site_3,Site_3_Candidate_5,2025-07-09,12:45,80.79,41.65
Site_3,Site_3_Candidate_5,2025-07-09,13:00,67.08,19.85
Site_3,Site_3_Candidate_5,2025-07-09,13:15,91.89,40.53
Site_3,Site_3_Candidate_5,2025-07-09,13:30,66.04,23.3
Site_3,Site_3_Candidate_5,2025-07-09,13:45,56.67,23.04
Site_3,Site_3_Candidate_5,2025-07-09,14:00,63.92,30.31
Site_3,Site_3_Candidate_5,2025-07-09,14:15,85.63,41.77
Site_3,Site_3_Candidate_5,2025-07-09,14:30,67.25,18.61
Site_3,Site_3_Candidate_5,2025-07-09,14:45,59.8,35.52
Site_3,Site_3_Candidate_5,2025-07-09,15:00,83.28,29.91
Site_3,Site_3_Candidate_5,2025-07-09,15:15,68.64,8.62
Site_3,Site_3_Candidate_5,2025-07-09,15:30,79.89,0.9
Site_3,Site_3_Candidate_5,2025-07-09,15:45,64.63,38.09
Site_3,Site_3_Candidate_5,2025-07-09,16:00,59.7,44.59
Site_3,Site_3_Candidate_5,2025-07-09,16:15,86.05,47.16
Site_3,Site_3_Candidate_5,2025-07-09,16:30,90.05,18.13
Site_3,Site_3_Candidate_5,2025-07-09,16:45,93.75,23.23
Site_3,Site_3_Candidate_5,2025-07-09,17:00,76.96,29.56
Site_3,Site_3_Candidate_5,2025-07-09,17:15,97.98,38.19
Site_3,Site_3_Candidate_5,2025-07-09,17:30,53.18,17.13
Site_3,Site_3_Candidate_5,2025-07-08,09:00,83.06,34.76
Site_3,Site_3_Candidate_5,2025-07-08,09:15,60.29,8.83
Site_3,Site_3_Candidate_5,2025-07-08,09:30,67.33,17.38
Site_3,Site_3_Candidate_5,2025-07-08,09:45,50.53,19.21
Site_3,Site_3_Candidate_5,2025-07-08,10:00,58.51,25.45
Site_3,Site_3_Candidate_5,2025-07-08,10:15,96.61,40.13
Site_3,Site_3_Candidate_5,2025-07-08,10:30,70.9,36.29
Site_3,Site_3_Candidate_5,2025-07-08,10:45,73.69,22.54
Site_3,Site_3_Candidate_5,2025-07-08,11:00,99.94,20.54
Site_3,Site_3_Candidate_5,2025-07-08,11:15,66.06,47.63
Site_3,Site_3_Candidate_5,2025-07-08,11:30,91.6,49.18
Site_3,Site_3_Candidate_5,2025-07-08,11:45,51.66,0.28
Site_3,Site_3_Candidate_5,2025-07-08,12:00,67.85,15.14
Site_3,Site_3_Candidate_5,2025-07-08,12:15,63.01,34.5
Site_3,Site_3_Candidate_5,2025-07-08,12:30,83.22,30.1
Site_3,Site_3_Candidate_5,2025-07-08,12:45,96.23,25.45
Site_3,Site_3_Candidate_5,2025-07-08,13:00,51.97,14.74
Site_3,Site_3_Candidate_5,2025-07-08,13:15,96.06,39.56
Site_3,Site_3_Candidate_5,2025-07-08,13:30,64.13,15.15
Site_3,Site_3_Candidate_5,2025-07-08,13:45,82.29,43.25
Site_3,Site_3_Candidate_5,2025-07-08,14:00,99.4,26.86
Site_3,Site_3_Candidate_5,2025-07-08,14:15,79.97,33.34
Site_3,Site_3_Candidate_5,2025-07-08,14:30,93.18,6.43
Site_3,Site_3_Candidate_5,2025-07-08,14:45,92.06,34.28
Site_3,Site_3_Candidate_5,2025-07-08,15:00,51.0,44.52
Site_3,Site_3_Candidate_5,2025-07-08,15:15,60.66,28.57
Site_3,Site_3_Candidate_5,2025-07-08,15:30,69.85,34.75
Site_3,Site_3_Candidate_5,2025-07-08,15:45,86.84,20.3
Site_3,Site_3_Candidate_5,2025-07-08,16:00,76.31,21.5
Site_3,Site_3_Candidate_5,2025-07-08,16:15,54.04,46.24
Site_3,Site_3_Candidate_5,2025-07-08,16:30,75.51,43.61
Site_3,Site_3_Candidate_5,2025-07-08,16:45,95.19,1.17
Site_3,Site_3_Candidate_5,2025-07-08,17:00,63.69,4.56
Site_3,Site_3_Candidate_5,2025-07-08,17:15,76.46,4.51
Site_3,Site_3_Candidate_5,2025-07-08,17:30,95.7,29.09
Site_3,Site_3_Candidate_5,2025-07-07,09:00,99.95,12.95
Site_3,Site_3_Candidate_5,2025-07-07,09:15,69.36,4.87
Site_3,Site_3_Candidate_5,2025-07-07,09:30,57.19,41.92
Site_3,Site_3_Candidate_5,2025-07-07,09:45,61.17,34.89
Site_3,Site_3_Candidate_5,2025-07-07,10:00,88.45,10.29
Site_3,Site_3_Candidate_5,2025-07-07,10:15,86.63,36.69
Site_3,Site_3_Candidate_5,2025-07-07,10:30,71.27,8.35
Site_3,Site_3_Candidate_5,2025-07-07,10:45,51.23,9.43
Site_3,Site_3_Candidate_5,2025-07-07,11:00,51.95,5.79
Site_3,Site_3_Candidate_5,2025-07-07,11:15,97.21,32.69
Site_3,Site_3_Candidate_5,2025-07-07,11:30,97.68,25.35
Site_3,Site_3_Candidate_5,2025-07-07,11:45,86.92,15.71
Site_3,Site_3_Candidate_5,2025-07-07,12:00,90.73,29.53
Site_3,Site_3_Candidate_5,2025-07-07,12:15,80.17,1.29
Site_3,Site_3_Candidate_5,2025-07-07,12:30,54.77,42.07
Site_3,Site_3_Candidate_5,2025-07-07,12:45,67.33,48.82
Site_3,Site_3_Candidate_5,2025-07-07,13:00,82.52,13.41
Site_3,Site_3_Candidate_5,2025-07-07,13:15,61.21,45.52
Site_3,Site_3_Candidate_5,2025-07-07,13:30,69.58,42.68
Site_3,Site_3_Candidate_5,2025-07-07,13:45,95.27,7.6
Site_3,Site_3_Candidate_5,2025-07-07,14:00,62.47,13.02
Site_3,Site_3_Candidate_5,2025-07-07,14:15,72.15,23.54
Site_3,Site_3_Candidate_5,2025-07-07,14:30,53.61,4.2
Site_3,Site_3_Candidate_5,2025-07-07,14:45,73.15,35.14
Site_3,Site_3_Candidate_5,2025-07-07,15:00,53.87,40.38
Site_3,Site_3_Candidate_5,2025-07-07,15:15,68.07,29.58
Site_3,Site_3_Candidate_5,2025-07-07,15:30,59.54,16.02
Site_3,Site_3_Candidate_5,2025-07-07,15:45,60.67,37.03
Site_3,Site_3_Candidate_5,2025-07-07,16:00,87.29,41.6
Site_3,Site_3_Candidate_5,2025-07-07,16:15,73.91,13.39
Site_3,Site_3_Candidate_5,2025-07-07,16:30,74.1,28.33
Site_3,Site_3_Candidate_5,2025-07-07,16:45,74.48,47.12
Site_3,Site_3_Candidate_5,2025-07-07,17:00,97.73,27.36
Site_3,Site_3_Candidate_5,2025-07-07,17:15,55.58,13.73
Site_3,Site_3_Candidate_5,2025-07-07,17:30,77.34,26.22
Site_3,Site_3_Candidate_5,2025-07-06,09:00,54.62,24.41
Site_3,Site_3_Candidate_5,2025-07-06,09:15,96.69,8.24
Site_3,Site_3_Candidate_5,2025-07-06,09:30,90.52,15.43
Site_3,Site_3_Candidate_5,2025-07-06,09:45,83.82,29.83
Site_3,Site_3_Candidate_5,2025-07-06,10:00,64.99,9.95
Site_3,Site_3_Candidate_5,2025-07-06,10:15,74.49,40.87
Site_3,Site_3_Candidate_5,2025-07-06,10:30,55.6,38.32
Site_3,Site_3_Candidate_5,2025-07-06,10:45,66.69,38.82
Site_3,Site_3_Candidate_5,2025-07-06,11:00,92.43,23.84
Site_3,Site_3_Candidate_5,2025-07-06,11:15,58.44,23.54
Site_3,Site_3_Candidate_5,2025-07-06,11:30,72.62,14.6
Site_3,Site_3_Candidate_5,2025-07-06,11:45,79.13,27.37
Site_3,Site_3_Candidate_5,2025-07-06,12:00,60.38,9.87
Site_3,Site_3_Candidate_5,2025-07-06,12:15,81.22,6.44
Site_3,Site_3_Candidate_5,2025-07-06,12:30,78.9,5.82
Site_3,Site_3_Candidate_5,2025-07-06,12:45,96.59,14.38
Site_3,Site_3_Candidate_5,2025-07-06,13:00,52.31,15.89
Site_3,Site_3_Candidate_5,2025-07-06,13:15,63.15,14.1
Site_3,Site_3_Candidate_5,2025-07-06,13:30,82.11,6.89
Site_3,Site_3_Candidate_5,2025-07-06,13:45,54.32,24.5
Site_3,Site_3_Candidate_5,2025-07-06,14:00,85.62,40.11
Site_3,Site_3_Candidate_5,2025-07-06,14:15,96.03,35.4
Site_3,Site_3_Candidate_5,2025-07-06,14:30,92.59,29.49
Site_3,Site_3_Candidate_5,2025-07-06,14:45,83.37,12.26
Site_3,Site_3_Candidate_5,2025-07-06,15:00,92.6,24.71
Site_3,Site_3_Candidate_5,2025-07-06,15:15,65.91,7.93
Site_3,Site_3_Candidate_5,2025-07-06,15:30,61.45,17.23
Site_3,Site_3_Candidate_5,2025-07-06,15:45,70.06,30.9
Site_3,Site_3_Candidate_5,2025-07-06,16:00,66.4,18.92
Site_3,Site_3_Candidate_5,2025-07-06,16:15,97.97,30.16
Site_3,Site_3_Candidate_5,2025-07-06,16:30,54.31,8.25
Site_3,Site_3_Candidate_5,2025-07-06,16:45,70.55,11.79
Site_3,Site_3_Candidate_5,2025-07-06,17:00,98.0,21.49
Site_3,Site_3_Candidate_5,2025-07-06,17:15,93.76,9.99
Site_3,Site_3_Candidate_5,2025-07-06,17:30,88.68,46.45
Site_4,Site_4_Candidate_1,2025-07-15,09:00,69.08,34.14
Site_4,Site_4_Candidate_1,2025-07-15,09:15,50.77,35.3
Site_4,Site_4_Candidate_1,2025-07-15,09:30,62.77,1.94
Site_4,Site_4_Candidate_1,2025-07-15,09:45,92.56,20.69
Site_4,Site_4_Candidate_1,2025-07-15,10:00,74.22,16.37
Site_4,Site_4_Candidate_1,2025-07-15,10:15,77.0,15.49
Site_4,Site_4_Candidate_1,2025-07-15,10:30,65.56,14.85
Site_4,Site_4_Candidate_1,2025-07-15,10:45,76.32,12.9
Site_4,Site_4_Candidate_1,2025-07-15,11:00,75.57,43.77
Site_4,Site_4_Candidate_1,2025-07-15,11:15,72.91,35.21
Site_4,Site_4_Candidate_1,2025-07-15,11:30,61.79,5.08
Site_4,Site_4_Candidate_1,2025-07-15,11:45,76.1,47.51
Site_4,Site_4_Candidate_1,2025-07-15,12:00,63.33,40.66
Site_4,Site_4_Candidate_1,2025-07-15,12:15,81.93,4.88
Site_4,Site_4_Candidate_1,2025-07-15,12:30,52.98,4.57
Site_4,Site_4_Candidate_1,2025-07-15,12:45,90.36,7.94
Site_4,Site_4_Candidate_1,2025-07-15,13:00,71.27,39.1
Site_4,Site_4_Candidate_1,2025-07-15,13:15,71.32,7.77
Site_4,Site_4_Candidate_1,2025-07-15,13:30,59.68,4.89
Site_4,Site_4_Candidate_1,2025-07-15,13:45,81.78,18.64
Site_4,Site_4_Candidate_1,2025-07-15,14:00,90.61,35.21
Site_4,Site_4_Candidate_1,2025-07-15,14:15,56.37,1.25
Site_4,Site_4_Candidate_1,2025-07-15,14:30,52.86,38.09
Site_4,Site_4_Candidate_1,2025-07-15,14:45,72.38,30.31
Site_4,Site_4_Candidate_1,2025-07-15,15:00,74.74,10.38
Site_4,Site_4_Candidate_1,2025-07-15,15:15,50.44,4.01
Site_4,Site_4_Candidate_1,2025-07-15,15:30,94.39,8.12
Site_4,Site_4_Candidate_1,2025-07-15,15:45,73.81,11.55
Site_4,Site_4_Candidate_1,2025-07-15,16:00,58.38,15.33
Site_4,Site_4_Candidate_1,2025-07-15,16:15,99.24,20.58
Site_4,Site_4_Candidate_1,2025-07-15,16:30,57.7,32.68
Site_4,Site_4_Candidate_1,2025-07-15,16:45,51.19,0.14
Site_4,Site_4_Candidate_1,2025-07-15,17:00,67.93,23.1
Site_4,Site_4_Candidate_1,2025-07-15,17:15,59.5,1.68
Site_4,Site_4_Candidate_1,2025-07-15,17:30,80.15,22.3
Site_4,Site_4_Candidate_1,2025-07-14,09:00,97.04,40.59
Site_4,Site_4_Candidate_1,2025-07-14,09:15,94.36,6.31
Site_4,Site_4_Candidate_1,2025-07-14,09:30,94.55,13.0
Site_4,Site_4_Candidate_1,2025-07-14,09:45,90.92,48.45
Site_4,Site_4_Candidate_1,2025-07-14,10:00,68.58,16.85
Site_4,Site_4_Candidate_1,2025-07-14,10:15,86.79,36.47
Site_4,Site_4_Candidate_1,2025-07-14,10:30,65.1,38.37
Site_4,Site_4_Candidate_1,2025-07-14,10:45,95.95,37.4
Site_4,Site_4_Candidate_1,2025-07-14,11:00,90.6,18.07
Site_4,Site_4_Candidate_1,2025-07-14,11:15,73.36,19.91
Site_4,Site_4_Candidate_1,2025-07-14,11:30,94.47,27.74
Site_4,Site_4_Candidate_1,2025-07-14,11:45,82.2,27.39
Site_4,Site_4_Candidate_1,2025-07-14,12:00,96.29,11.34
Site_4,Site_4_Candidate_1,2025-07-14,12:15,55.76,49.67
Site_4,Site_4_Candidate_1,2025-07-14,12:30,94.04,35.93
Site_4,Site_4_Candidate_1,2025-07-14,12:45,72.78,0.74
Site_4,Site_4_Candidate_1,2025-07-14,13:00,55.86,22.04
Site_4,Site_4_Candidate_1,2025-07-14,13:15,63.5,48.59
Site_4,Site_4_Candidate_1,2025-07-14,13:30,74.82,36.69
Site_4,Site_4_Candidate_1,2025-07-14,13:45,65.77,46.17
Site_4,Site_4_Candidate_1,2025-07-14,14:00,51.83,36.17
Site_4,Site_4_Candidate_1,2025-07-14,14:15,62.9,13.8
Site_4,Site_4_Candidate_1,2025-07-14,14:30,71.89,22.61
Site_4,Site_4_Candidate_1,2025-07-14,14:45,95.68,7.23
Site_4,Site_4_Candidate_1,2025-07-14,15:00,50.65,3.84
Site_4,Site_4_Candidate_1,2025-07-14,15:15,90.34,28.2
Site_4,Site_4_Candidate_1,2025-07-14,15:30,58.73,36.07
Site_4,Site_4_Candidate_1,2025-07-14,15:45,68.15,41.03
Site_4,Site_4_Candidate_1,2025-07-14,16:00,60.19,13.55
Site_4,Site_4_Candidate_1,2025-07-14,16:15,59.31,2.01
Site_4,Site_4_Candidate_1,2025-07-14,16:30,77.68,39.48
Site_4,Site_4_Candidate_1,2025-07-14,16:45,52.26,47.24
Site_4,Site_4_Candidate_1,2025-07-14,17:00,66.64,49.21
Site_4,Site_4_Candidate_1,2025-07-14,17:15,98.83,44.15
Site_4,Site_4_Candidate_1,2025-07-14,17:30,50.29,34.27
Site_4,Site_4_Candidate_1,2025-07-13,09:00,77.84,41.93
Site_4,Site_4_Candidate_1,2025-07-13,09:15,90.33,26.22
Site_4,Site_4_Candidate_1,2025-07-13,09:30,86.0,39.68
Site_4,Site_4_Candidate_1,2025-07-13,09:45,84.99,28.7
Site_4,Site_4_Candidate_1,2025-07-13,10:00,93.37,37.43
Site_4,Site_4_Candidate_1,2025-07-13,10:15,58.18,39.74
Site_4,Site_4_Candidate_1,2025-07-13,10:30,54.13,29.37
Site_4,Site_4_Candidate_1,2025-07-13,10:45,62.73,49.43
Site_4,Site_4_Candidate_1,2025-07-13,11:00,56.41,16.0
Site_4,Site_4_Candidate_1,2025-07-13,11:15,90.72,8.67
Site_4,Site_4_Candidate_1,2025-07-13,11:30,52.22,18.32
Site_4,Site_4_Candidate_1,2025-07-13,11:45,51.07,13.8
Site_4,Site_4_Candidate_1,2025-07-13,12:00,60.43,40.79
Site_4,Site_4_Candidate_1,2025-07-13,12:15,71.24,40.48
Site_4,Site_4_Candidate_1,2025-07-13,12:30,53.64,18.76
Site_4,Site_4_Candidate_1,2025-07-13,12:45,51.56,41.69
Site_4,Site_4_Candidate_1,2025-07-13,13:00,67.66,30.53
Site_4,Site_4_Candidate_1,2025-07-13,13:15,71.17,43.39
Site_4,Site_4_Candidate_1,2025-07-13,13:30,54.15,1.9
Site_4,Site_4_Candidate_1,2025-07-13,13:45,90.04,15.79
Site_4,Site_4_Candidate_1,2025-07-13,14:00,77.36,20.94
Site_4,Site_4_Candidate_1,2025-07-13,14:15,79.93,28.72
Site_4,Site_4_Candidate_1,2025-07-13,14:30,65.33,32.78
Site_4,Site_4_Candidate_1,2025-07-13,14:45,85.23,36.85
Site_4,Site_4_Candidate_1,2025-07-13,15:00,57.93,37.39
Site_4,Site_4_Candidate_1,2025-07-13,15:15,63.15,23.45
Site_4,Site_4_Candidate_1,2025-07-13,15:30,68.87,17.15
Site_4,Site_4_Candidate_1,2025-07-13,15:45,52.58,9.83
Site_4,Site_4_Candidate_1,2025-07-13,16:00,78.12,13.33
Site_4,Site_4_Candidate_1,2025-07-13,16:15,79.52,46.93
Site_4,Site_4_Candidate_1,2025-07-13,16:30,68.44,11.31
Site_4,Site_4_Candidate_1,2025-07-13,16:45,65.35,20.94
Site_4,Site_4_Candidate_1,2025-07-13,17:00,71.2,35.77
Site_4,Site_4_Candidate_1,2025-07-13,17:15,55.52,39.61
Site_4,Site_4_Candidate_1,2025-07-13,17:30,82.92,19.12
Site_4,Site_4_Candidate_1,2025-07-12,09:00,68.17,34.71
Site_4,Site_4_Candidate_1,2025-07-12,09:15,82.74,24.57
Site_4,Site_4_Candidate_1,2025-07-12,09:30,75.75,47.55
Site_4,Site_4_Candidate_1,2025-07-12,09:45,78.04,28.15
Site_4,Site_4_Candidate_1,2025-07-12,10:00,57.92,17.83
Site_4,Site_4_Candidate_1,2025-07-12,10:15,90.37,44.29
Site_4,Site_4_Candidate_1,2025-07-12,10:30,83.28,33.28
Site_4,Site_4_Candidate_1,2025-07-12,10:45,92.49,1.59
Site_4,Site_4_Candidate_1,2025-07-12,11:00,89.21,25.84
Site_4,Site_4_Candidate_1,2025-07-12,11:15,84.3,2.19
Site_4,Site_4_Candidate_1,2025-07-12,11:30,51.2,28.23
Site_4,Site_4_Candidate_1,2025-07-12,11:45,64.99,26.98
Site_4,Site_4_Candidate_1,2025-07-12,12:00,60.22,28.53
Site_4,Site_4_Candidate_1,2025-07-12,12:15,58.07,23.27
Site_4,Site_4_Candidate_1,2025-07-12,12:30,85.86,29.32
Site_4,Site_4_Candidate_1,2025-07-12,12:45,56.94,41.04
Site_4,Site_4_Candidate_1,2025-07-12,13:00,89.56,19.58
Site_4,Site_4_Candidate_1,2025-07-12,13:15,91.52,14.67
Site_4,Site_4_Candidate_1,2025-07-12,13:30,95.49,47.45
